M20C,B20C,M25C,B25C,M30C,B30C,M35C,B35C,M40C,B40C,M45C,B45C,M50C,B50C,M55C,B55C,M60C,B60C,M65C,B65C,M70C,B70C,M75C,B75C,M80C,B80C,M85C,B85C,M90C,B90C,M95C,B95C,M100C,B100C,M105C,B105C,M110C,B110C,M115C,B115C,M120C,B120C,M125C,B125C,M130C,B130C,M135C,B135C
-17.9999,-1176.7,-17.8127,-1176.68,-17.342,-1176.67,-16.405,-1176.68,-15.2693,-1176.66,-14.4544,-1176.62,-13.3407,-1176.67,-11.9893,-1176.67,-10.7207,-1176.62,-9.02095,-1177.04,-7.45247,-1176.75,-6.87312,-1176.72,-5.60005,-1176.7,-4.52671,-1176.7,-3.30232,-1176.67,-2.86357,-1176.65,-2.29677,-1176.67,-1.85371,-1176.65,-1.49906,-1176.62,-1.25228,-1176.61,-1.05324,-1176.59,-0.868042,-1176.61,-0.748874,-1176.62,-0.644032,-1176.61
-18.0018,-1177.95,-17.8136,-1177.94,-17.3535,-1177.93,-16.4057,-1177.95,-15.2733,-1177.93,-14.4574,-1177.88,-13.3445,-1177.91,-11.9897,-1177.92,-10.7219,-1177.89,-9.02328,-1178.29,-7.45582,-1178.01,-6.87696,-1177.98,-5.60209,-1177.96,-4.52956,-1177.95,-3.30455,-1177.94,-2.86752,-1177.92,-2.29969,-1177.91,-1.85558,-1177.9,-1.50034,-1177.89,-1.25404,-1177.88,-1.05428,-1177.85,-0.868401,-1177.89,-0.749976,-1177.88,-0.644766,-1177.88
-18.0024,-1179.2,-17.8134,-1179.18,-17.3502,-1179.17,-16.405,-1179.17,-15.2757,-1179.16,-14.4587,-1179.13,-13.3427,-1179.15,-11.992,-1179.15,-10.7241,-1179.14,-9.0303,-1179.53,-7.45797,-1179.25,-6.8788,-1179.23,-5.60472,-1179.2,-4.53092,-1179.19,-3.30778,-1179.17,-2.86831,-1179.16,-2.30181,-1179.15,-1.85752,-1179.14,-1.50226,-1179.13,-1.25546,-1179.11,-1.05543,-1179.09,-0.868771,-1179.12,-0.750424,-1179.12,-0.644997,-1179.11
-18.0036,-1180.46,-17.8136,-1180.43,-17.3485,-1180.42,-16.4081,-1180.43,-15.274,-1180.4,-14.462,-1180.37,-13.3469,-1180.4,-11.9944,-1180.42,-10.7252,-1180.38,-9.03437,-1180.79,-7.45948,-1180.5,-6.8818,-1180.47,-5.60826,-1180.46,-4.53325,-1180.45,-3.3098,-1180.43,-2.86985,-1180.4,-2.3011,-1180.4,-1.85934,-1180.38,-1.50335,-1180.37,-1.25373,-1180.34,-1.05641,-1180.33,-0.868878,-1180.36,-0.750702,-1180.37,-0.645742,-1180.36
-18.005,-1181.69,-17.8138,-1181.68,-17.3468,-1181.66,-16.412,-1181.67,-15.2767,-1181.66,-14.4624,-1181.62,-13.3474,-1181.65,-11.9969,-1181.64,-10.7275,-1181.62,-9.03146,-1182.04,-7.46062,-1181.74,-6.88356,-1181.7,-5.61082,-1181.69,-4.53572,-1181.69,-3.31073,-1181.67,-2.87185,-1181.64,-2.30381,-1181.65,-1.8616,-1181.64,-1.50554,-1181.62,-1.25917,-1181.59,-1.06447,-1181.58,-0.870344,-1181.61,-0.756009,-1181.61,-0.646852,-1181.61
-18.0066,-1182.95,-17.8144,-1182.93,-17.348,-1182.92,-16.4145,-1182.92,-15.2777,-1182.91,-14.4668,-1182.88,-13.3465,-1182.9,-11.9992,-1182.88,-10.7289,-1182.87,-9.03543,-1183.29,-7.46379,-1182.99,-6.88742,-1182.97,-5.61372,-1182.96,-4.53991,-1182.95,-3.31346,-1182.94,-2.87617,-1182.89,-2.30443,-1182.89,-1.86342,-1182.87,-1.50538,-1182.86,-1.26071,-1182.86,-1.0624,-1182.85,-0.871418,-1182.87,-0.754295,-1182.88,-0.647702,-1182.86
-18.0058,-1184.18,-17.8153,-1184.17,-17.3502,-1184.17,-16.4172,-1184.17,-15.281,-1184.16,-14.4699,-1184.12,-13.3466,-1184.13,-12.0011,-1184.13,-10.7302,-1184.11,-9.03582,-1184.54,-7.46635,-1184.24,-6.89015,-1184.21,-5.61598,-1184.19,-4.54341,-1184.19,-3.31393,-1184.17,-2.87677,-1184.14,-2.30864,-1184.14,-1.86454,-1184.14,-1.50803,-1184.11,-1.26026,-1184.09,-1.06118,-1184.07,-0.871219,-1184.12,-0.754199,-1184.11,-0.647714,-1184.11
-18.0061,-1185.44,-17.8157,-1185.43,-17.352,-1185.42,-16.4184,-1185.44,-15.2836,-1185.41,-14.4717,-1185.38,-13.3472,-1185.39,-12.0028,-1185.39,-10.73,-1185.37,-9.03848,-1185.79,-7.46952,-1185.5,-6.89169,-1185.48,-5.61724,-1185.44,-4.5457,-1185.44,-3.31741,-1185.44,-2.88134,-1185.4,-2.31095,-1185.4,-1.86653,-1185.4,-1.51062,-1185.37,-1.26343,-1185.35,-1.06255,-1185.34,-0.873572,-1185.36,-0.75459,-1185.37,-0.648273,-1185.36
-18.007,-1186.63,-17.8156,-1186.6,-17.3575,-1186.6,-16.4179,-1186.64,-15.2865,-1186.59,-14.4746,-1186.53,-13.3469,-1186.55,-12.0039,-1186.53,-10.7322,-1186.56,-9.04152,-1186.97,-7.47155,-1186.67,-6.89322,-1186.66,-5.62088,-1186.62,-4.54918,-1186.64,-3.31939,-1186.61,-2.88107,-1186.57,-2.31219,-1186.6,-1.86883,-1186.59,-1.51248,-1186.55,-1.26359,-1186.53,-1.06317,-1186.52,-0.875362,-1186.54,-0.75518,-1186.54,-0.649926,-1186.54
-18.0077,-1187.94,-17.816,-1187.9,-17.3587,-1187.92,-16.4216,-1187.94,-15.2891,-1187.91,-14.4774,-1187.87,-13.3459,-1187.89,-12.0067,-1187.88,-10.7332,-1187.88,-9.04187,-1188.28,-7.47398,-1187.99,-6.89885,-1187.97,-5.62374,-1187.94,-4.55158,-1187.95,-3.32177,-1187.92,-2.88371,-1187.9,-2.31313,-1187.9,-1.86972,-1187.86,-1.51304,-1187.86,-1.26431,-1187.85,-1.06345,-1187.82,-0.876538,-1187.86,-0.755799,-1187.86,-0.649927,-1187.85
-18.0083,-1189.17,-17.8172,-1189.15,-17.3562,-1189.14,-16.424,-1189.17,-15.2885,-1189.14,-14.4766,-1189.11,-13.3462,-1189.11,-12.0088,-1189.12,-10.7352,-1189.09,-9.04443,-1189.51,-7.47568,-1189.23,-6.90377,-1189.2,-5.62685,-1189.18,-4.55286,-1189.17,-3.32487,-1189.15,-2.88615,-1189.13,-2.31528,-1189.13,-1.87306,-1189.1,-1.51315,-1189.09,-1.26562,-1189.09,-1.07332,-1189.06,-0.876705,-1189.09,-0.756707,-1189.11,-0.649344,-1189.08
-18.0086,-1190.41,-17.8183,-1190.39,-17.3552,-1190.38,-16.4254,-1190.42,-15.2906,-1190.39,-14.477,-1190.35,-13.3454,-1190.38,-12.0106,-1190.36,-10.7365,-1190.35,-9.04591,-1190.76,-7.47782,-1190.48,-6.90554,-1190.46,-5.63007,-1190.42,-4.55604,-1190.43,-3.32762,-1190.4,-2.88609,-1190.39,-2.31825,-1190.39,-1.87541,-1190.35,-1.51499,-1190.36,-1.26563,-1190.33,-1.06845,-1190.31,-0.886929,-1190.34,-0.757391,-1190.35,-0.650507,-1190.35
-18.0077,-1191.65,-17.8187,-1191.62,-17.3581,-1191.63,-16.4279,-1191.68,-15.293,-1191.64,-14.4809,-1191.59,-13.3458,-1191.62,-12.0124,-1191.59,-10.7386,-1191.58,-9.04869,-1192,-7.48082,-1191.71,-6.9069,-1191.71,-5.63297,-1191.66,-4.55931,-1191.67,-3.32831,-1191.65,-2.88852,-1191.61,-2.31877,-1191.61,-1.8765,-1191.6,-1.51618,-1191.58,-1.26784,-1191.57,-1.06653,-1191.57,-0.888248,-1191.58,-0.759099,-1191.59,-0.651364,-1191.58
-18.0078,-1192.91,-17.8198,-1192.88,-17.3639,-1192.87,-16.4325,-1192.93,-15.2954,-1192.88,-14.4836,-1192.84,-13.3452,-1192.86,-12.0159,-1192.84,-10.7417,-1192.85,-9.05077,-1193.25,-7.48435,-1192.97,-6.9095,-1192.94,-5.63615,-1192.92,-4.56195,-1192.9,-3.33188,-1192.88,-2.89085,-1192.87,-2.32744,-1192.87,-1.87712,-1192.85,-1.51675,-1192.84,-1.27062,-1192.81,-1.06782,-1192.8,-0.881925,-1192.84,-0.759797,-1192.83,-0.652269,-1192.83
-18.0071,-1194.13,-17.8212,-1194.11,-17.3676,-1194.11,-16.4365,-1194.17,-15.2959,-1194.12,-14.4838,-1194.08,-13.3452,-1194.09,-12.0193,-1194.08,-10.743,-1194.1,-9.05208,-1194.48,-7.48688,-1194.2,-6.91247,-1194.17,-5.63891,-1194.17,-4.56284,-1194.14,-3.33351,-1194.12,-2.89259,-1194.11,-2.32434,-1194.11,-1.87865,-1194.09,-1.51869,-1194.07,-1.27157,-1194.07,-1.0695,-1194.04,-0.881201,-1194.07,-0.760613,-1194.07,-0.652188,-1194.06
-18.007,-1195.39,-17.8225,-1195.37,-17.3672,-1195.36,-16.4389,-1195.42,-15.2974,-1195.37,-14.4859,-1195.34,-13.3457,-1195.36,-12.0202,-1195.35,-10.7458,-1195.34,-9.05438,-1195.72,-7.48937,-1195.47,-6.91548,-1195.44,-5.64205,-1195.41,-4.5653,-1195.42,-3.33893,-1195.38,-2.89469,-1195.37,-2.32721,-1195.37,-1.88133,-1195.36,-1.51962,-1195.32,-1.27279,-1195.31,-1.06953,-1195.3,-0.881975,-1195.32,-0.760864,-1195.33,-0.652387,-1195.32
-18.007,-1196.6,-17.8232,-1196.59,-17.3672,-1196.58,-16.4481,-1196.65,-15.2989,-1196.6,-14.4875,-1196.57,-13.3468,-1196.57,-12.0214,-1196.57,-10.7489,-1196.55,-9.05522,-1196.98,-7.49144,-1196.68,-6.91665,-1196.67,-5.64534,-1196.63,-4.56893,-1196.64,-3.34053,-1196.61,-2.89605,-1196.59,-2.32827,-1196.58,-1.88144,-1196.56,-1.52169,-1196.56,-1.27394,-1196.54,-1.06967,-1196.53,-0.881992,-1196.54,-0.761121,-1196.55,-0.657274,-1196.56
-18.0075,-1197.87,-17.8235,-1197.86,-17.3698,-1197.84,-16.4544,-1197.9,-15.3001,-1197.87,-14.49,-1197.83,-13.3495,-1197.83,-12.0226,-1197.82,-10.7502,-1197.82,-9.05776,-1198.22,-7.49354,-1197.94,-6.91895,-1197.92,-5.64863,-1197.9,-4.57153,-1197.88,-3.34237,-1197.87,-2.89794,-1197.85,-2.32938,-1197.84,-1.8826,-1197.82,-1.5231,-1197.82,-1.27444,-1197.8,-1.07059,-1197.78,-0.88212,-1197.81,-0.762141,-1197.81,-0.658468,-1197.81
-18.0084,-1199.1,-17.824,-1199.08,-17.378,-1199.09,-16.4593,-1199.12,-15.3019,-1199.08,-14.4912,-1199.06,-13.3517,-1199.07,-12.0261,-1199.07,-10.753,-1199.06,-9.06263,-1199.47,-7.49612,-1199.18,-6.92152,-1199.15,-5.65063,-1199.14,-4.57537,-1199.13,-3.34485,-1199.11,-2.90041,-1199.08,-2.33361,-1199.08,-1.88597,-1199.06,-1.52441,-1199.05,-1.27607,-1199.04,-1.07213,-1199.02,-0.883265,-1199.05,-0.763597,-1199.06,-0.656466,-1199.03
-18.0098,-1200.36,-17.8252,-1200.34,-17.3743,-1200.34,-16.4638,-1200.4,-15.3065,-1200.34,-14.4929,-1200.32,-13.3523,-1200.34,-12.0283,-1200.32,-10.7552,-1200.31,-9.06439,-1200.71,-7.49822,-1200.44,-6.92252,-1200.41,-5.654,-1200.38,-4.5771,-1200.39,-3.34733,-1200.37,-2.90368,-1200.33,-2.3355,-1200.34,-1.88808,-1200.32,-1.52616,-1200.31,-1.27641,-1200.29,-1.07386,-1200.29,-0.88478,-1200.31,-0.764811,-1200.31,-0.657105,-1200.31
-18.0105,-1201.61,-17.826,-1201.59,-17.3795,-1201.57,-16.4624,-1201.64,-15.3089,-1201.59,-14.4945,-1201.56,-13.3538,-1201.58,-12.0311,-1201.57,-10.7573,-1201.54,-9.06963,-1201.98,-7.50224,-1201.69,-6.92463,-1201.65,-5.65648,-1201.63,-4.57951,-1201.63,-3.34978,-1201.59,-2.90607,-1201.57,-2.33717,-1201.58,-1.88768,-1201.57,-1.52741,-1201.54,-1.27819,-1201.53,-1.07684,-1201.52,-0.885501,-1201.54,-0.764957,-1201.55,-0.657815,-1201.54
-18.0117,-1202.86,-17.8275,-1202.85,-17.3826,-1202.83,-16.4641,-1202.9,-15.3104,-1202.86,-14.4971,-1202.81,-13.3647,-1202.83,-12.0314,-1202.82,-10.7608,-1202.81,-9.07489,-1203.22,-7.5048,-1202.93,-6.92882,-1202.91,-5.65915,-1202.89,-4.58253,-1202.88,-3.35203,-1202.86,-2.90659,-1202.83,-2.33758,-1202.85,-1.88973,-1202.82,-1.5291,-1202.8,-1.27904,-1202.79,-1.0779,-1202.77,-0.886506,-1202.81,-0.764986,-1202.81,-0.656599,-1202.79
-18.0132,-1204.11,-17.8278,-1204.09,-17.3812,-1204.07,-16.4632,-1204.14,-15.3131,-1204.09,-14.4994,-1204.06,-13.3676,-1204.08,-12.033,-1204.06,-10.766,-1204.06,-9.07525,-1204.47,-7.50733,-1204.18,-6.93295,-1204.16,-5.6615,-1204.12,-4.58541,-1204.12,-3.35424,-1204.1,-2.90906,-1204.09,-2.34026,-1204.08,-1.89073,-1204.07,-1.53114,-1204.05,-1.28042,-1204.03,-1.0788,-1204.02,-0.88776,-1204.03,-0.766697,-1204.05,-0.657904,-1204.04
-18.0126,-1205.36,-17.8279,-1205.34,-17.3845,-1205.32,-16.464,-1205.38,-15.3145,-1205.33,-14.5019,-1205.32,-13.3682,-1205.33,-12.0349,-1205.32,-10.7683,-1205.31,-9.07656,-1205.67,-7.50846,-1205.41,-6.93537,-1205.4,-5.66402,-1205.37,-4.58608,-1205.38,-3.35682,-1205.35,-2.91376,-1205.32,-2.34545,-1205.33,-1.8912,-1205.32,-1.53261,-1205.3,-1.28164,-1205.29,-1.07692,-1205.28,-0.888542,-1205.3,-0.766655,-1205.31,-0.659167,-1205.29
-18.0118,-1206.61,-17.8289,-1206.61,-17.3842,-1206.57,-16.4652,-1206.61,-15.3185,-1206.58,-14.5035,-1206.54,-13.3678,-1206.57,-12.0367,-1206.54,-10.7686,-1206.53,-9.07715,-1206.97,-7.51125,-1206.68,-6.93851,-1206.64,-5.66675,-1206.62,-4.59121,-1206.62,-3.35824,-1206.6,-2.9172,-1206.57,-2.34543,-1206.58,-1.89324,-1206.55,-1.53351,-1206.53,-1.28411,-1206.53,-1.08045,-1206.5,-0.88661,-1206.53,-0.767493,-1206.54,-0.65966,-1206.53
-18.012,-1207.87,-17.8296,-1207.85,-17.3835,-1207.83,-16.4663,-1207.88,-15.3205,-1207.84,-14.5054,-1207.81,-13.3702,-1207.83,-12.0396,-1207.82,-10.7724,-1207.81,-9.0769,-1208.21,-7.51432,-1207.94,-6.94135,-1207.9,-5.66971,-1207.89,-4.59395,-1207.88,-3.35927,-1207.86,-2.91943,-1207.83,-2.3483,-1207.83,-1.89556,-1207.8,-1.53556,-1207.79,-1.28517,-1207.78,-1.08203,-1207.77,-0.890238,-1207.81,-0.768158,-1207.81,-0.659435,-1207.8
-18.0121,-1209.11,-17.8301,-1209.11,-17.3893,-1209.08,-16.4699,-1209.11,-15.321,-1209.08,-14.5063,-1209.05,-13.3773,-1209.07,-12.0417,-1209.06,-10.7746,-1209.05,-9.07921,-1209.46,-7.51734,-1209.17,-6.94159,-1209.14,-5.6714,-1209.11,-4.59623,-1209.12,-3.36233,-1209.1,-2.92185,-1209.08,-2.34763,-1209.08,-1.89557,-1209.06,-1.53753,-1209.04,-1.28615,-1209.03,-1.0826,-1209.02,-0.89191,-1209.03,-0.769918,-1209.05,-0.662573,-1209.05
-18.0133,-1210.36,-17.8309,-1210.35,-17.3969,-1210.33,-16.4708,-1210.36,-15.3222,-1210.34,-14.5076,-1210.3,-13.3762,-1210.32,-12.0443,-1210.3,-10.7746,-1210.3,-9.08388,-1210.7,-7.52287,-1210.41,-6.94697,-1210.39,-5.67384,-1210.37,-4.59935,-1210.37,-3.36566,-1210.34,-2.92422,-1210.32,-2.34773,-1210.34,-1.89815,-1210.31,-1.53897,-1210.29,-1.28671,-1210.28,-1.08344,-1210.27,-0.891544,-1210.3,-0.770701,-1210.3,-0.663848,-1210.29
-18.014,-1211.63,-17.832,-1211.61,-17.3989,-1211.59,-16.4727,-1211.61,-15.3251,-1211.59,-14.5127,-1211.55,-13.3752,-1211.59,-12.046,-1211.56,-10.7734,-1211.55,-9.08424,-1211.97,-7.52462,-1211.68,-6.94878,-1211.65,-5.6765,-1211.62,-4.60215,-1211.64,-3.36809,-1211.61,-2.92655,-1211.57,-2.34822,-1211.58,-1.89624,-1211.56,-1.54152,-1211.55,-1.28886,-1211.55,-1.08503,-1211.53,-0.893112,-1211.55,-0.77078,-1211.55,-0.662858,-1211.55
-18.0158,-1212.88,-17.8325,-1212.88,-17.4074,-1212.85,-16.4778,-1212.88,-15.3276,-1212.85,-14.5125,-1212.82,-13.3837,-1212.84,-12.0521,-1212.82,-10.7741,-1212.81,-9.08769,-1213.23,-7.52695,-1212.94,-6.95046,-1212.91,-5.6795,-1212.89,-4.60485,-1212.89,-3.37165,-1212.87,-2.9285,-1212.84,-2.35288,-1212.84,-1.90275,-1212.83,-1.54329,-1212.81,-1.2897,-1212.8,-1.08657,-1212.79,-0.895271,-1212.81,-0.772041,-1212.81,-0.66369,-1212.81
-18.0176,-1214.13,-17.8334,-1214.11,-17.4114,-1214.11,-16.4838,-1214.12,-15.332,-1214.1,-14.5134,-1214.08,-13.384,-1214.09,-12.059,-1214.08,-10.7736,-1214.07,-9.09003,-1214.49,-7.52926,-1214.19,-6.95356,-1214.16,-5.68242,-1214.15,-4.60684,-1214.13,-3.37379,-1214.12,-2.92873,-1214.09,-2.35485,-1214.08,-1.90577,-1214.09,-1.54342,-1214.06,-1.29095,-1214.05,-1.08712,-1214.03,-0.894731,-1214.06,-0.772538,-1214.07,-0.665839,-1214.06
-18.0172,-1215.36,-17.8341,-1215.33,-17.408,-1215.32,-16.4847,-1215.35,-15.334,-1215.33,-14.5141,-1215.3,-13.3849,-1215.31,-12.0596,-1215.3,-10.777,-1215.29,-9.0919,-1215.71,-7.53071,-1215.41,-6.95625,-1215.39,-5.68553,-1215.36,-4.61007,-1215.36,-3.37474,-1215.36,-2.93034,-1215.32,-2.35567,-1215.33,-1.90644,-1215.32,-1.54471,-1215.3,-1.29206,-1215.28,-1.08809,-1215.26,-0.89541,-1215.29,-0.773711,-1215.29,-0.665462,-1215.28
-18.0177,-1216.63,-17.8355,-1216.61,-17.4283,-1216.61,-16.4858,-1216.61,-15.3341,-1216.59,-14.5156,-1216.55,-13.3886,-1216.58,-12.06,-1216.56,-10.7777,-1216.56,-9.09375,-1216.98,-7.53335,-1216.68,-6.95905,-1216.65,-5.68906,-1216.63,-4.61326,-1216.63,-3.37627,-1216.6,-2.93248,-1216.6,-2.35822,-1216.59,-1.90794,-1216.57,-1.54596,-1216.55,-1.2935,-1216.54,-1.08878,-1216.52,-0.896988,-1216.56,-0.77491,-1216.57,-0.666282,-1216.55
-18.0178,-1217.87,-17.8366,-1217.85,-17.4306,-1217.85,-16.4862,-1217.85,-15.3338,-1217.83,-14.519,-1217.81,-13.3872,-1217.83,-12.0622,-1217.81,-10.7808,-1217.79,-9.09578,-1218.23,-7.53611,-1217.93,-6.96186,-1217.9,-5.69223,-1217.86,-4.61553,-1217.86,-3.37944,-1217.84,-2.935,-1217.83,-2.36055,-1217.83,-1.90962,-1217.82,-1.5481,-1217.8,-1.29379,-1217.78,-1.09068,-1217.77,-0.897941,-1217.8,-0.776466,-1217.81,-0.666955,-1217.79
-18.0174,-1219.11,-17.8368,-1219.1,-17.4254,-1219.09,-16.4865,-1219.09,-15.3374,-1219.08,-14.5208,-1219.05,-13.3842,-1219.07,-12.0662,-1219.05,-10.7816,-1219.05,-9.09776,-1219.48,-7.53879,-1219.18,-6.96453,-1219.15,-5.69487,-1219.13,-4.61839,-1219.12,-3.38285,-1219.12,-2.93696,-1219.08,-2.36434,-1219.07,-1.91055,-1219.05,-1.54915,-1219.04,-1.29569,-1219.03,-1.09111,-1219.02,-0.897273,-1219.04,-0.777607,-1219.06,-0.667482,-1219.04
-18.0179,-1220.36,-17.8372,-1220.35,-17.4207,-1220.33,-16.4862,-1220.34,-15.3421,-1220.32,-14.5243,-1220.29,-13.3828,-1220.3,-12.0673,-1220.3,-10.7888,-1220.29,-9.09928,-1220.72,-7.54133,-1220.41,-6.9645,-1220.39,-5.69755,-1220.36,-4.62111,-1220.36,-3.38522,-1220.33,-2.93962,-1220.31,-2.3668,-1220.32,-1.91077,-1220.29,-1.55002,-1220.28,-1.29691,-1220.27,-1.09143,-1220.27,-0.899069,-1220.28,-0.777886,-1220.29,-0.666854,-1220.27
-18.0181,-1221.63,-17.838,-1221.61,-17.4267,-1221.59,-16.4858,-1221.61,-15.3447,-1221.58,-14.5265,-1221.56,-13.3845,-1221.57,-12.0688,-1221.54,-10.7901,-1221.56,-9.10427,-1221.98,-7.54431,-1221.69,-6.9678,-1221.65,-5.70064,-1221.62,-4.62394,-1221.62,-3.38718,-1221.6,-2.94321,-1221.58,-2.36845,-1221.58,-1.91375,-1221.56,-1.55107,-1221.54,-1.29777,-1221.52,-1.09114,-1221.52,-0.900132,-1221.54,-0.778342,-1221.56,-0.667329,-1221.55
-18.0182,-1222.87,-17.8393,-1222.85,-17.4263,-1222.84,-16.4847,-1222.85,-15.3467,-1222.83,-14.529,-1222.8,-13.3856,-1222.81,-12.0714,-1222.81,-10.7894,-1222.8,-9.10817,-1223.23,-7.54718,-1222.92,-6.97084,-1222.9,-5.70295,-1222.87,-4.62679,-1222.87,-3.38975,-1222.85,-2.9448,-1222.83,-2.36945,-1222.83,-1.91693,-1222.8,-1.55221,-1222.78,-1.29936,-1222.79,-1.09265,-1222.77,-0.901248,-1222.78,-0.778452,-1222.8,-0.668871,-1222.79
-18.0185,-1224.15,-17.8401,-1224.12,-17.4277,-1224.11,-16.484,-1224.17,-15.3476,-1224.11,-14.5306,-1224.07,-13.3881,-1224.1,-12.0733,-1224.07,-10.7896,-1224.06,-9.1118,-1224.59,-7.55114,-1224.2,-6.98242,-1224.22,-5.7046,-1224.15,-4.62849,-1224.19,-3.39198,-1224.12,-2.94733,-1224.08,-2.37075,-1224.16,-1.92288,-1224.11,-1.55385,-1224.08,-1.30042,-1224.05,-1.09351,-1224.03,-0.902483,-1224.05,-0.780457,-1224.06,-0.670564,-1224.05
-18.019,-1225.51,-17.8405,-1225.49,-17.4272,-1225.48,-16.4856,-1225.49,-15.348,-1225.47,-14.5331,-1225.4,-13.3881,-1225.46,-12.0739,-1225.39,-10.7908,-1225.43,-9.11276,-1225.86,-7.55392,-1225.55,-6.98293,-1225.53,-5.70787,-1225.5,-4.63059,-1225.52,-3.393,-1225.48,-2.94935,-1225.44,-2.37143,-1225.46,-1.92327,-1225.45,-1.55526,-1225.43,-1.30206,-1225.42,-1.09488,-1225.4,-0.904565,-1225.42,-0.779059,-1225.44,-0.67192,-1225.41
-18.019,-1226.74,-17.841,-1226.72,-17.4264,-1226.72,-16.4872,-1226.71,-15.3548,-1226.69,-14.5363,-1226.66,-13.3868,-1226.69,-12.0766,-1226.68,-10.7939,-1226.66,-9.11292,-1227.09,-7.55718,-1226.8,-6.98188,-1226.76,-5.71073,-1226.74,-4.63331,-1226.72,-3.39521,-1226.72,-2.95151,-1226.69,-2.37424,-1226.67,-1.92195,-1226.66,-1.55646,-1226.66,-1.30408,-1226.64,-1.09645,-1226.62,-0.905461,-1226.65,-0.78125,-1226.65,-0.67248,-1226.65
-18.0201,-1227.96,-17.8417,-1227.95,-17.4298,-1227.94,-16.4887,-1227.95,-15.3658,-1227.92,-14.5395,-1227.92,-13.3886,-1227.92,-12.0775,-1227.91,-10.8019,-1227.89,-9.11476,-1228.33,-7.55903,-1228.04,-6.98397,-1227.99,-5.7131,-1227.97,-4.63594,-1227.97,-3.39746,-1227.95,-2.954,-1227.92,-2.3745,-1227.93,-1.92259,-1227.91,-1.55875,-1227.89,-1.30551,-1227.88,-1.09795,-1227.86,-0.906331,-1227.9,-0.782188,-1227.9,-0.673939,-1227.89
-18.0215,-1229.22,-17.8424,-1229.2,-17.4404,-1229.19,-16.4895,-1229.2,-15.3649,-1229.18,-14.5421,-1229.15,-13.3927,-1229.17,-12.0777,-1229.15,-10.8089,-1229.15,-9.11804,-1229.59,-7.56136,-1229.28,-6.98759,-1229.26,-5.71519,-1229.22,-4.63903,-1229.22,-3.4013,-1229.19,-2.95666,-1229.18,-2.37773,-1229.18,-1.92521,-1229.18,-1.56019,-1229.13,-1.30696,-1229.13,-1.0992,-1229.1,-0.906435,-1229.14,-0.783129,-1229.13,-0.67366,-1229.13
-18.0223,-1230.46,-17.8444,-1230.44,-17.4433,-1230.44,-16.4904,-1230.45,-15.3629,-1230.42,-14.5443,-1230.39,-13.3952,-1230.41,-12.0794,-1230.4,-10.8128,-1230.38,-9.12168,-1230.82,-7.56331,-1230.52,-6.98939,-1230.5,-5.71767,-1230.47,-4.6418,-1230.46,-3.40445,-1230.44,-2.95838,-1230.42,-2.37997,-1230.42,-1.92712,-1230.4,-1.56068,-1230.38,-1.3086,-1230.38,-1.10034,-1230.36,-0.90748,-1230.38,-0.782392,-1230.38,-0.673716,-1230.38
-18.022,-1231.69,-17.8474,-1231.69,-17.454,-1231.69,-16.4911,-1231.7,-15.3622,-1231.67,-14.5459,-1231.65,-13.3978,-1231.65,-12.0813,-1231.64,-10.8126,-1231.64,-9.12412,-1232.07,-7.56609,-1231.77,-6.99209,-1231.74,-5.72019,-1231.7,-4.64461,-1231.72,-3.4053,-1231.69,-2.96035,-1231.66,-2.38195,-1231.67,-1.92907,-1231.64,-1.56218,-1231.62,-1.3096,-1231.61,-1.10172,-1231.6,-0.909069,-1231.62,-0.783837,-1231.62,-0.674177,-1231.62
-18.0217,-1232.94,-17.8474,-1232.92,-17.4517,-1232.93,-16.492,-1232.95,-15.3679,-1232.91,-14.5488,-1232.87,-13.4021,-1232.91,-12.0823,-1232.88,-10.8151,-1232.87,-9.12628,-1233.3,-7.56954,-1233.01,-6.99354,-1232.98,-5.72407,-1232.95,-4.65001,-1232.95,-3.40813,-1232.92,-2.96149,-1232.9,-2.38366,-1232.91,-1.93038,-1232.89,-1.56401,-1232.86,-1.31012,-1232.85,-1.1009,-1232.83,-0.909963,-1232.87,-0.784294,-1232.87,-0.675078,-1232.86
-18.0228,-1234.2,-17.848,-1234.18,-17.4545,-1234.18,-16.4934,-1234.2,-15.3745,-1234.17,-14.5505,-1234.13,-13.4025,-1234.15,-12.0845,-1234.15,-10.8219,-1234.13,-9.12925,-1234.58,-7.57178,-1234.27,-6.9948,-1234.24,-5.72619,-1234.22,-4.64926,-1234.2,-3.41135,-1234.18,-2.96254,-1234.16,-2.38543,-1234.17,-1.9313,-1234.15,-1.56588,-1234.13,-1.31134,-1234.1,-1.10392,-1234.1,-0.910174,-1234.12,-0.784929,-1234.13,-0.675961,-1234.12
-18.0236,-1235.44,-17.8482,-1235.42,-17.4569,-1235.42,-16.4952,-1235.45,-15.3781,-1235.41,-14.5499,-1235.37,-13.4038,-1235.39,-12.0874,-1235.38,-10.8208,-1235.37,-9.13459,-1235.8,-7.57612,-1235.51,-6.99693,-1235.47,-5.72848,-1235.44,-4.65162,-1235.44,-3.41376,-1235.42,-2.9657,-1235.41,-2.38709,-1235.39,-1.93211,-1235.37,-1.56703,-1235.36,-1.31285,-1235.35,-1.10542,-1235.34,-0.9111,-1235.36,-0.786382,-1235.37,-0.676982,-1235.37
