M20C,B20C,M25C,B25C,M30C,B30C,M35C,B35C,M40C,B40C,M45C,B45C,M50C,B50C,M55C,B55C,M60C,B60C,M65C,B65C,M70C,B70C,M75C,B75C
9.36306,1372.84,9.02646,1372.85,8.60742,1372.85,7.16281,1372.82,6.03002,1372.83,4.9076,1372.82,3.99499,1372.81,3.17803,1372.84,2.47617,1372.83,1.92963,1372.95,1.66081,1372.92,1.43158,1372.84
9.35812,1371.6,9.02197,1371.61,8.60361,1371.6,7.16082,1371.57,6.02916,1371.59,4.90551,1371.58,3.99416,1371.56,3.17581,1371.6,2.47513,1371.58,1.92873,1371.7,1.66003,1371.67,1.43437,1371.6
9.35407,1370.35,9.01641,1370.37,8.60248,1370.34,7.15831,1370.32,6.02481,1370.32,4.90303,1370.33,3.99208,1370.31,3.17385,1370.34,2.47371,1370.32,1.92711,1370.45,1.65875,1370.41,1.43431,1370.34
9.3518,1369.09,9.013,1369.09,8.60139,1369.09,7.15627,1369.05,6.02057,1369.07,4.90057,1369.07,3.98777,1369.05,3.17206,1369.07,2.46832,1369.06,1.92725,1369.18,1.65663,1369.15,1.43326,1369.07
9.34907,1367.83,9.01177,1367.85,8.59805,1367.83,7.15409,1367.8,6.01892,1367.81,4.89782,1367.81,3.97906,1367.78,3.16648,1367.82,2.46766,1367.81,1.92642,1367.91,1.655,1367.89,1.42928,1367.82
9.34516,1366.61,9.01162,1366.64,8.59538,1366.62,7.15101,1366.58,6.01877,1366.59,4.89503,1366.6,3.97534,1366.57,3.16757,1366.61,2.4664,1366.59,1.92462,1366.7,1.65285,1366.67,1.4305,1366.6
9.34233,1365.35,9.00984,1365.36,8.59264,1365.36,7.14892,1365.33,6.01715,1365.32,4.8929,1365.33,3.97468,1365.3,3.16638,1365.34,2.46453,1365.32,1.92291,1365.43,1.65153,1365.41,1.43014,1365.34
9.33739,1364.11,9.00735,1364.15,8.59118,1364.12,7.14714,1364.1,6.0146,1364.09,4.89087,1364.1,3.97779,1364.07,3.16499,1364.11,2.46243,1364.09,1.92107,1364.21,1.64972,1364.17,1.42522,1364.1
9.33594,1362.89,9.00206,1362.9,8.58878,1362.88,7.14495,1362.85,6.01226,1362.84,4.88872,1362.85,3.97646,1362.83,3.16496,1362.86,2.45918,1362.84,1.92044,1362.97,1.64929,1362.94,1.42471,1362.85
9.33323,1361.66,8.99537,1361.65,8.58649,1361.64,7.14297,1361.61,6.0087,1361.6,4.8862,1361.61,3.97459,1361.58,3.16323,1361.63,2.45929,1361.61,1.91819,1361.71,1.6494,1361.69,1.42567,1361.62
9.33032,1360.4,8.98755,1360.41,8.58423,1360.39,7.1399,1360.37,6.00554,1360.35,4.8799,1360.36,3.97252,1360.34,3.16074,1360.37,2.45845,1360.37,1.91735,1360.47,1.64872,1360.44,1.42576,1360.38
9.32818,1359.18,8.9861,1359.16,8.58156,1359.15,7.13699,1359.12,6.00316,1359.11,4.87865,1359.11,3.97212,1359.1,3.15707,1359.14,2.45785,1359.11,1.91594,1359.22,1.64724,1359.2,1.42401,1359.13
9.32697,1357.94,8.98359,1357.93,8.57839,1357.9,7.13422,1357.89,5.99961,1357.88,4.87734,1357.88,3.96986,1357.86,3.15418,1357.9,2.45724,1357.88,1.91461,1357.98,1.64602,1357.96,1.42115,1357.89
9.32592,1356.68,8.98294,1356.69,8.57539,1356.65,7.13194,1356.62,5.99936,1356.64,4.8749,1356.62,3.96664,1356.59,3.15128,1356.65,2.45514,1356.62,1.91363,1356.73,1.64488,1356.71,1.42165,1356.64
9.32561,1355.44,8.98033,1355.43,8.57253,1355.41,7.1295,1355.38,5.99768,1355.38,4.87229,1355.38,3.96375,1355.36,3.15071,1355.4,2.4532,1355.39,1.91193,1355.49,1.64295,1355.46,1.4181,1355.39
9.32251,1354.2,8.9794,1354.19,8.57019,1354.16,7.12729,1354.14,5.99402,1354.13,4.8673,1354.12,3.96098,1354.11,3.15023,1354.15,2.4506,1354.13,1.90963,1354.24,1.64166,1354.22,1.41655,1354.14
9.31713,1352.95,8.97838,1352.92,8.56763,1352.9,7.12433,1352.88,5.99339,1352.89,4.86419,1352.89,3.96062,1352.87,3.1449,1352.9,2.4505,1352.89,1.90796,1353,1.64005,1352.97,1.41522,1352.9
9.31169,1351.69,8.97771,1351.66,8.566,1351.64,7.12161,1351.62,5.99087,1351.63,4.86327,1351.63,3.95796,1351.61,3.14198,1351.65,2.44751,1351.62,1.90642,1351.73,1.6375,1351.71,1.41676,1351.63
9.31046,1350.44,8.97435,1350.42,8.56342,1350.39,7.11945,1350.37,5.98846,1350.39,4.85897,1350.38,3.95448,1350.36,3.13971,1350.4,2.44696,1350.39,1.90588,1350.48,1.63642,1350.47,1.4159,1350.39
9.30704,1349.17,8.97057,1349.17,8.55929,1349.13,7.11663,1349.12,5.98596,1349.13,4.85697,1349.14,3.94782,1349.11,3.13732,1349.13,2.44224,1349.12,1.9048,1349.24,1.63665,1349.21,1.41242,1349.14
9.3068,1348,8.96486,1347.98,8.55725,1347.95,7.11457,1347.91,5.98257,1347.96,4.8563,1347.96,3.94468,1347.91,3.1351,1347.97,2.44313,1347.95,1.90333,1348.05,1.63437,1348.02,1.41037,1347.96
9.30498,1346.68,8.95813,1346.66,8.55484,1346.64,7.11294,1346.61,5.97971,1346.64,4.85432,1346.64,3.9426,1346.63,3.13337,1346.65,2.44163,1346.63,1.90205,1346.73,1.63327,1346.71,1.409,1346.64
9.30154,1345.44,8.95172,1345.42,8.5524,1345.39,7.11078,1345.37,5.97693,1345.4,4.85036,1345.41,3.9406,1345.39,3.13074,1345.41,2.44042,1345.39,1.9005,1345.51,1.63423,1345.48,1.40768,1345.41
9.29893,1344.2,8.94499,1344.18,8.55,1344.15,7.10693,1344.13,5.97484,1344.18,4.8452,1344.17,3.94183,1344.14,3.12722,1344.16,2.43874,1344.16,1.89865,1344.26,1.63435,1344.24,1.40812,1344.18
9.2949,1342.95,8.9406,1342.93,8.54827,1342.9,7.10477,1342.9,5.97341,1342.92,4.83888,1342.93,3.9405,1342.89,3.12522,1342.93,2.43735,1342.91,1.89697,1343.02,1.6335,1342.99,1.40883,1342.92
9.29163,1341.71,8.9418,1341.67,8.54701,1341.66,7.10236,1341.64,5.97056,1341.68,4.83393,1341.67,3.93866,1341.66,3.12332,1341.67,2.4357,1341.66,1.8947,1341.77,1.63185,1341.74,1.4058,1341.67
9.28616,1340.46,8.93641,1340.43,8.54594,1340.42,7.09947,1340.4,5.97085,1340.43,4.82857,1340.43,3.93638,1340.39,3.12285,1340.42,2.43428,1340.42,1.89326,1340.52,1.62801,1340.5,1.40433,1340.43
9.28344,1339.22,8.93312,1339.18,8.54417,1339.18,7.09686,1339.15,5.96801,1339.18,4.83084,1339.18,3.93244,1339.15,3.1221,1339.18,2.43233,1339.17,1.89238,1339.28,1.62597,1339.25,1.40445,1339.18
9.2788,1337.97,8.93055,1337.95,8.54016,1337.93,7.09474,1337.91,5.96592,1337.94,4.82916,1337.94,3.93026,1337.91,3.11991,1337.94,2.42986,1337.93,1.89072,1338.03,1.62471,1338.01,1.40343,1337.94
9.2761,1336.7,8.92347,1336.69,8.53751,1336.68,7.09112,1336.65,5.96403,1336.68,4.82701,1336.69,3.92895,1336.66,3.11782,1336.69,2.42657,1336.68,1.8898,1336.79,1.62372,1336.76,1.40074,1336.69
9.27143,1335.45,8.92152,1335.44,8.53485,1335.44,7.08856,1335.42,5.96102,1335.44,4.82431,1335.44,3.92656,1335.41,3.11916,1335.44,2.42472,1335.43,1.88901,1335.54,1.62265,1335.52,1.40208,1335.45
9.26402,1334.2,8.91983,1334.2,8.53205,1334.2,7.08643,1334.16,5.95823,1334.19,4.82259,1334.18,3.92461,1334.17,3.1181,1334.2,2.42309,1334.18,1.88727,1334.3,1.62227,1334.27,1.39791,1334.19
9.26314,1332.95,8.92082,1332.94,8.5293,1332.95,7.08354,1332.92,5.9552,1332.94,4.81896,1332.94,3.92239,1332.92,3.11629,1332.95,2.4211,1332.93,1.88535,1333.05,1.62185,1333.01,1.39489,1332.94
9.26237,1331.69,8.91816,1331.68,8.52865,1331.68,7.08144,1331.66,5.95217,1331.68,4.81606,1331.67,3.91994,1331.65,3.11371,1331.69,2.42138,1331.67,1.88463,1331.78,1.62022,1331.75,1.39599,1331.69
9.26123,1330.36,8.91137,1330.37,8.52597,1330.36,7.07902,1330.34,5.94973,1330.36,4.8121,1330.35,3.91774,1330.32,3.10886,1330.36,2.41973,1330.36,1.88281,1330.46,1.618,1330.44,1.39792,1330.35
9.25899,1329.12,8.90745,1329.14,8.52365,1329.12,7.07698,1329.09,5.94587,1329.1,4.80682,1329.1,3.91583,1329.08,3.10621,1329.12,2.4181,1329.1,1.8804,1329.21,1.61689,1329.19,1.39402,1329.11
9.25945,1327.86,8.90362,1327.88,8.52222,1327.87,7.07501,1327.83,5.94251,1327.85,4.80971,1327.84,3.91384,1327.82,3.10365,1327.86,2.41566,1327.84,1.87935,1327.96,1.61523,1327.93,1.39372,1327.85
9.25622,1326.62,8.90159,1326.64,8.52006,1326.64,7.07238,1326.6,5.93907,1326.61,4.81472,1326.61,3.91167,1326.59,3.10167,1326.62,2.41407,1326.6,1.8784,1326.71,1.60959,1326.69,1.3921,1326.62
9.25259,1325.37,8.90021,1325.41,8.51852,1325.39,7.06937,1325.36,5.93663,1325.35,4.81213,1325.37,3.90913,1325.35,3.09864,1325.37,2.41124,1325.36,1.87654,1325.47,1.61113,1325.44,1.39024,1325.37
9.2492,1324.14,8.89624,1324.17,8.5159,1324.15,7.06746,1324.12,5.93478,1324.12,4.80694,1324.13,3.9068,1324.1,3.09624,1324.13,2.41044,1324.11,1.87661,1324.23,1.61203,1324.21,1.38971,1324.14
9.24005,1322.88,8.89515,1322.91,8.51332,1322.9,7.06608,1322.88,5.93289,1322.86,4.80419,1322.87,3.90384,1322.85,3.09468,1322.88,2.40906,1322.86,1.87506,1322.97,1.60611,1322.95,1.38791,1322.88
9.24005,1321.66,8.89077,1321.67,8.51098,1321.66,7.0639,1321.63,5.93078,1321.62,4.80019,1321.63,3.90196,1321.6,3.0912,1321.64,2.40721,1321.63,1.87309,1321.73,1.60698,1321.71,1.38604,1321.64
9.2386,1320.4,8.8886,1320.42,8.5087,1320.41,7.06132,1320.39,5.92945,1320.36,4.79686,1320.38,3.89992,1320.34,3.08934,1320.39,2.40504,1320.38,1.87071,1320.48,1.60736,1320.45,1.38309,1320.38
9.23271,1319.19,8.88572,1319.19,8.50597,1319.18,7.05828,1319.15,5.92737,1319.12,4.79149,1319.14,3.8978,1319.11,3.08624,1319.16,2.40344,1319.14,1.86945,1319.24,1.60536,1319.22,1.38398,1319.16
9.22211,1317.93,8.88562,1317.92,8.50482,1317.92,7.05506,1317.89,5.92527,1317.87,4.78644,1317.89,3.8946,1317.86,3.08418,1317.89,2.40221,1317.88,1.86602,1317.98,1.6048,1317.96,1.38167,1317.89
9.22979,1316.69,8.88221,1316.67,8.50338,1316.68,7.05329,1316.64,5.92068,1316.63,4.78334,1316.64,3.89233,1316.62,3.08211,1316.65,2.40052,1316.65,1.86588,1316.74,1.60442,1316.72,1.38249,1316.66
9.22699,1315.43,8.88007,1315.43,8.50087,1315.43,7.04979,1315.4,5.91756,1315.39,4.78102,1315.38,3.89063,1315.38,3.08007,1315.4,2.39866,1315.38,1.8646,1315.49,1.60192,1315.47,1.37985,1315.4
9.22337,1314.19,8.87788,1314.2,8.49873,1314.17,7.0471,1314.15,5.91117,1314.14,4.78186,1314.14,3.88885,1314.12,3.07896,1314.15,2.39735,1314.15,1.863,1314.24,1.601,1314.23,1.37741,1314.15
9.21793,1312.93,8.87392,1312.91,8.49597,1312.91,7.04469,1312.89,5.90519,1312.87,4.77856,1312.88,3.88636,1312.86,3.07952,1312.89,2.3948,1312.89,1.86068,1312.98,1.59918,1312.96,1.37795,1312.89
9.21677,1311.69,8.86908,1311.68,8.49353,1311.66,7.04198,1311.63,5.9031,1311.63,4.77873,1311.64,3.88437,1311.62,3.08012,1311.66,2.39308,1311.64,1.85963,1311.74,1.60005,1311.71,1.37648,1311.65
9.21471,1310.42,8.86604,1310.42,8.49094,1310.4,7.03809,1310.38,5.90268,1310.38,4.77753,1310.38,3.88222,1310.36,3.08006,1310.39,2.39046,1310.39,1.85816,1310.48,1.59698,1310.46,1.37676,1310.39
9.21321,1309.26,8.86528,1309.23,8.48858,1309.22,7.03533,1309.18,5.90022,1309.22,4.77579,1309.21,3.87926,1309.18,3.07808,1309.24,2.38922,1309.21,1.85652,1309.3,1.59598,1309.28,1.37258,1309.22
9.21468,1307.92,8.86683,1307.92,8.48587,1307.88,7.03312,1307.86,5.89759,1307.88,4.77413,1307.88,3.87657,1307.86,3.07539,1307.89,2.38522,1307.88,1.85533,1307.96,1.59573,1307.94,1.36962,1307.88
9.21292,1306.69,8.85611,1306.68,8.48374,1306.65,7.0309,1306.64,5.8938,1306.66,4.77157,1306.64,3.87462,1306.62,3.07324,1306.66,2.38383,1306.64,1.85343,1306.74,1.59366,1306.72,1.37201,1306.66
9.20891,1305.45,8.85663,1305.43,8.48153,1305.4,7.02813,1305.38,5.88916,1305.4,4.77228,1305.4,3.87241,1305.38,3.07089,1305.41,2.38264,1305.4,1.85134,1305.5,1.59203,1305.48,1.3704,1305.4
9.20317,1304.21,8.85506,1304.19,8.47948,1304.18,7.02566,1304.15,5.88133,1304.18,4.76997,1304.17,3.87005,1304.15,3.06854,1304.18,2.38045,1304.17,1.84986,1304.28,1.59143,1304.25,1.37149,1304.18
9.19917,1302.96,8.85003,1302.93,8.47666,1302.92,7.02355,1302.89,5.87469,1302.92,4.77142,1302.91,3.86859,1302.89,3.06656,1302.92,2.37836,1302.92,1.8493,1303.01,1.58978,1302.99,1.37053,1302.92
9.19555,1301.72,8.84479,1301.68,8.47316,1301.66,7.02113,1301.65,5.86958,1301.68,4.77167,1301.68,3.86543,1301.66,3.06452,1301.68,2.37668,1301.67,1.84756,1301.77,1.58825,1301.74,1.36825,1301.68
9.19367,1300.47,8.84168,1300.43,8.46964,1300.42,7.01846,1300.4,5.86597,1300.43,4.76984,1300.44,3.8623,1300.41,3.06206,1300.44,2.37484,1300.42,1.84604,1300.53,1.5882,1300.5,1.36716,1300.43
9.18926,1299.23,8.84063,1299.2,8.46806,1299.19,7.01573,1299.17,5.86538,1299.21,4.76756,1299.21,3.86043,1299.18,3.05981,1299.22,2.37392,1299.2,1.84432,1299.29,1.58412,1299.27,1.36702,1299.21
9.18444,1297.97,8.83769,1297.96,8.46595,1297.93,7.01231,1297.91,5.86478,1297.95,4.76367,1297.95,3.85588,1297.93,3.05783,1297.95,2.37358,1297.94,1.84287,1298.03,1.5812,1298.02,1.36391,1297.95
9.18127,1296.74,8.83497,1296.7,8.46279,1296.69,7.01056,1296.67,5.86692,1296.72,4.75308,1296.7,3.85652,1296.68,3.05503,1296.7,2.37096,1296.69,1.84162,1296.8,1.58264,1296.77,1.36262,1296.71
9.17999,1295.49,8.83231,1295.46,8.46052,1295.45,7.00856,1295.43,5.8673,1295.46,4.74717,1295.46,3.8528,1295.44,3.054,1295.47,2.36933,1295.45,1.84025,1295.55,1.58036,1295.53,1.36141,1295.46
9.178,1294.22,8.83006,1294.21,8.45795,1294.2,7.00598,1294.17,5.85881,1294.21,4.74557,1294.21,3.85207,1294.18,3.05221,1294.21,2.36748,1294.2,1.83786,1294.3,1.58008,1294.27,1.36146,1294.21
9.17582,1292.97,8.82486,1292.96,8.45573,1292.94,7.0038,1292.92,5.85819,1292.94,4.74343,1292.95,3.84972,1292.93,3.04991,1292.96,2.36257,1292.94,1.83653,1293.05,1.57899,1293.02,1.35815,1292.95
9.1726,1291.69,8.81894,1291.68,8.45247,1291.66,7.00098,1291.65,5.86151,1291.67,4.743,1291.67,3.84723,1291.65,3.04783,1291.68,2.361,1291.67,1.83462,1291.77,1.57762,1291.74,1.35577,1291.67
9.17036,1290.48,8.82006,1290.48,8.44961,1290.47,6.9977,1290.44,5.86071,1290.48,4.74374,1290.46,3.84493,1290.44,3.0458,1290.5,2.36152,1290.47,1.83294,1290.57,1.57599,1290.54,1.35394,1290.47
9.16656,1289.18,8.82345,1289.17,8.44726,1289.18,6.99525,1289.15,5.85891,1289.18,4.74039,1289.17,3.84243,1289.15,3.04342,1289.18,2.35998,1289.17,1.83216,1289.27,1.57505,1289.25,1.35465,1289.19
9.1641,1287.95,8.82239,1287.96,8.44475,1287.95,6.99282,1287.93,5.85622,1287.94,4.73409,1287.93,3.84047,1287.92,3.04163,1287.95,2.35784,1287.94,1.8303,1288.04,1.57353,1288.01,1.35275,1287.95
9.16204,1286.71,8.81882,1286.71,8.44272,1286.71,6.98974,1286.69,5.85396,1286.69,4.73455,1286.69,3.83879,1286.67,3.03979,1286.7,2.35578,1286.68,1.82927,1286.78,1.57227,1286.76,1.3522,1286.7
9.1639,1285.47,8.81292,1285.47,8.44065,1285.48,6.98684,1285.45,5.84868,1285.46,4.73496,1285.46,3.83625,1285.44,3.03758,1285.47,2.35348,1285.46,1.82806,1285.56,1.56973,1285.54,1.35192,1285.47
9.15894,1284.22,8.81511,1284.24,8.43762,1284.22,6.98533,1284.19,5.84808,1284.2,4.7346,1284.19,3.83411,1284.18,3.0349,1284.21,2.35092,1284.2,1.82515,1284.3,1.56982,1284.28,1.35243,1284.21
9.1557,1282.97,8.81485,1282.99,8.43547,1282.98,6.9823,1282.95,5.84626,1282.96,4.73212,1282.96,3.83168,1282.92,3.03327,1282.97,2.34977,1282.96,1.82174,1283.05,1.56824,1283.03,1.34772,1282.96
9.14835,1281.71,8.81545,1281.74,8.43336,1281.72,6.9798,1281.7,5.84397,1281.69,4.73169,1281.7,3.82814,1281.68,3.03111,1281.72,2.34829,1281.7,1.82178,1281.79,1.56705,1281.77,1.34589,1281.7
9.14397,1280.51,8.81214,1280.54,8.43058,1280.51,6.97706,1280.49,5.84255,1280.49,4.72931,1280.49,3.82635,1280.47,3.02913,1280.51,2.34645,1280.49,1.81781,1280.59,1.56404,1280.56,1.34638,1280.49
9.14086,1279.22,8.80772,1279.27,8.42777,1279.25,6.97285,1279.22,5.84117,1279.21,4.72642,1279.22,3.82407,1279.19,3.02699,1279.22,2.34452,1279.21,1.81547,1279.31,1.56311,1279.28,1.34623,1279.22
9.13948,1278,8.8035,1278.02,8.42616,1278,6.96835,1277.98,5.83666,1277.96,4.71955,1277.98,3.82105,1277.95,3.02464,1277.98,2.34246,1277.97,1.81552,1278.07,1.5631,1278.05,1.34372,1277.98
9.1377,1276.75,8.80132,1276.77,8.42363,1276.75,6.9657,1276.73,5.83271,1276.7,4.71605,1276.72,3.81914,1276.7,3.02203,1276.73,2.34095,1276.72,1.81574,1276.82,1.56222,1276.79,1.34014,1276.72
9.13043,1275.52,8.79815,1275.52,8.42115,1275.51,6.96412,1275.48,5.82752,1275.47,4.71414,1275.48,3.81738,1275.46,3.01946,1275.49,2.33846,1275.48,1.81046,1275.58,1.561,1275.56,1.33822,1275.48
9.12508,1274.25,8.79468,1274.26,8.41927,1274.24,6.96284,1274.22,5.82431,1274.2,4.71487,1274.22,3.81439,1274.18,3.01593,1274.22,2.33643,1274.21,1.80949,1274.31,1.55947,1274.28,1.3399,1274.22
9.12451,1273.01,8.79021,1272.99,8.41692,1272.99,6.95974,1272.97,5.82124,1272.95,4.71294,1272.96,3.81152,1272.94,3.01308,1272.97,2.33495,1272.96,1.80909,1273.06,1.55726,1273.04,1.34122,1272.97
9.12224,1271.74,8.78728,1271.74,8.41437,1271.72,6.95792,1271.71,5.81772,1271.7,4.70941,1271.7,3.80953,1271.69,3.01228,1271.71,2.33337,1271.69,1.80542,1271.79,1.55589,1271.77,1.34129,1271.7
9.12058,1270.61,8.78576,1270.6,8.41231,1270.57,6.95514,1270.52,5.81823,1270.56,4.70552,1270.54,3.80697,1270.51,3.01054,1270.58,2.33114,1270.56,1.80614,1270.65,1.55512,1270.62,1.33644,1270.55
9.11842,1269.27,8.78399,1269.27,8.41024,1269.25,6.95268,1269.22,5.81764,1269.21,4.70165,1269.22,3.80465,1269.2,3.00855,1269.23,2.32959,1269.22,1.80738,1269.31,1.55363,1269.29,1.33763,1269.23
9.11597,1268.03,8.78092,1268.02,8.40796,1268.01,6.95016,1267.98,5.81306,1267.98,4.69871,1267.98,3.80218,1267.97,3.00686,1267.99,2.32669,1267.98,1.8055,1268.07,1.54906,1268.05,1.33247,1267.99
9.11233,1266.79,8.77644,1266.78,8.40544,1266.75,6.94733,1266.73,5.81268,1266.74,4.69295,1266.73,3.80053,1266.72,3.00368,1266.75,2.32359,1266.74,1.80024,1266.83,1.54725,1266.81,1.33278,1266.75
9.10935,1265.55,8.77147,1265.53,8.40243,1265.52,6.9449,1265.49,5.81068,1265.5,4.68805,1265.49,3.79821,1265.47,3.00124,1265.51,2.32285,1265.49,1.79892,1265.59,1.54585,1265.56,1.33257,1265.49
9.10495,1264.29,8.76836,1264.28,8.39988,1264.25,6.94235,1264.23,5.80657,1264.25,4.6863,1264.24,3.79651,1264.22,2.99934,1264.25,2.32179,1264.24,1.79688,1264.34,1.54606,1264.31,1.32963,1264.24
9.10108,1263.04,8.76429,1263.03,8.39801,1263,6.94023,1262.97,5.8039,1263,4.68498,1262.98,3.79531,1262.98,2.99712,1263,2.32029,1262.99,1.79531,1263.09,1.54404,1263.06,1.32974,1263
9.09856,1261.8,8.76077,1261.78,8.39474,1261.76,6.93723,1261.73,5.79929,1261.76,4.68733,1261.75,3.79246,1261.74,2.99527,1261.77,2.31826,1261.76,1.79415,1261.85,1.54121,1261.83,1.32938,1261.76
9.0974,1260.54,8.75762,1260.52,8.39197,1260.5,6.93468,1260.48,5.79691,1260.51,4.68395,1260.5,3.78984,1260.49,2.99307,1260.51,2.3168,1260.5,1.79299,1260.59,1.53793,1260.57,1.32765,1260.51
9.09111,1259.31,8.75514,1259.27,8.3897,1259.25,6.93241,1259.23,5.79102,1259.26,4.68038,1259.26,3.78794,1259.23,2.99151,1259.27,2.31502,1259.26,1.79237,1259.34,1.53638,1259.33,1.32781,1259.26
9.0916,1258.05,8.75142,1258.02,8.38696,1258.01,6.9306,1257.98,5.79054,1258.03,4.67746,1258.02,3.78627,1257.99,2.98955,1258.01,2.31294,1258.01,1.79376,1258.1,1.53545,1258.08,1.32606,1258.01
9.09139,1256.8,8.74808,1256.76,8.38486,1256.76,6.92795,1256.72,5.79395,1256.77,4.67532,1256.76,3.78366,1256.74,2.98551,1256.77,2.3102,1256.76,1.79406,1256.86,1.53516,1256.83,1.32427,1256.76
9.08525,1255.54,8.74513,1255.52,8.38256,1255.51,6.92471,1255.48,5.79083,1255.51,4.67323,1255.5,3.78134,1255.49,2.984,1255.51,2.30827,1255.51,1.78839,1255.59,1.53315,1255.58,1.32203,1255.51
9.08036,1254.29,8.74202,1254.26,8.381,1254.24,6.92126,1254.21,5.78554,1254.26,4.66885,1254.25,3.77758,1254.23,2.98432,1254.26,2.30642,1254.25,1.7855,1254.34,1.53085,1254.32,1.31854,1254.26
9.07606,1253.03,8.73584,1253,8.37714,1252.99,6.91895,1252.98,5.778,1253.01,4.66472,1253.01,3.76569,1252.98,2.98233,1253.01,2.3055,1253,1.78434,1253.08,1.53025,1253.07,1.31899,1253
9.07371,1251.84,8.73359,1251.8,8.3749,1251.79,6.91581,1251.77,5.77563,1251.81,4.6643,1251.8,3.76351,1251.78,2.98019,1251.81,2.30382,1251.81,1.78234,1251.88,1.52989,1251.87,1.31688,1251.81
9.07236,1250.55,8.72977,1250.54,8.37148,1250.54,6.91374,1250.5,5.77246,1250.53,4.66233,1250.53,3.76794,1250.52,2.97774,1250.54,2.30226,1250.53,1.78379,1250.62,1.52927,1250.6,1.31672,1250.54
9.07037,1249.29,8.72534,1249.3,8.36824,1249.29,6.91018,1249.27,5.77076,1249.3,4.65999,1249.3,3.76792,1249.27,2.97553,1249.3,2.29784,1249.29,1.78469,1249.37,1.5261,1249.36,1.31378,1249.29
9.06667,1248.06,8.71896,1248.05,8.36573,1248.05,6.90782,1248.02,5.77081,1248.05,4.65742,1248.05,3.76528,1248.03,2.9734,1248.06,2.29469,1248.04,1.78191,1248.13,1.52305,1248.1,1.3136,1248.04
9.06402,1246.81,8.71532,1246.81,8.36364,1246.81,6.90522,1246.79,5.76978,1246.81,4.65326,1246.81,3.76257,1246.79,2.9713,1246.82,2.29104,1246.81,1.77804,1246.9,1.52362,1246.87,1.31338,1246.81
9.06195,1245.56,8.71202,1245.55,8.3611,1245.56,6.90327,1245.54,5.76506,1245.56,4.64793,1245.57,3.76044,1245.53,2.97049,1245.57,2.29013,1245.55,1.77799,1245.63,1.5227,1245.62,1.31275,1245.56
9.05861,1244.32,8.70783,1244.33,8.35844,1244.33,6.89974,1244.3,5.76223,1244.31,4.64847,1244.31,3.75808,1244.29,2.96906,1244.32,2.28951,1244.31,1.77613,1244.4,1.52043,1244.37,1.31043,1244.31
9.05907,1243.06,8.70433,1243.07,8.35678,1243.06,6.89692,1243.04,5.7584,1243.06,4.64559,1243.06,3.75608,1243.04,2.96697,1243.06,2.28683,1243.04,1.77107,1243.13,1.51704,1243.11,1.31008,1243.05
9.0535,1241.84,8.70527,1241.86,8.35391,1241.85,6.89406,1241.83,5.75602,1241.83,4.63886,1241.83,3.75397,1241.81,2.96465,1241.84,2.28597,1241.84,1.76797,1241.92,1.51623,1241.91,1.30996,1241.83
9.04758,1240.57,8.70447,1240.6,8.3494,1240.59,6.89183,1240.57,5.75568,1240.56,4.63454,1240.57,3.7511,1240.55,2.96144,1240.58,2.28258,1240.56,1.77006,1240.64,1.51492,1240.64,1.30946,1240.57
9.04615,1239.33,8.70117,1239.37,8.34677,1239.34,6.88929,1239.33,5.75515,1239.32,4.63166,1239.33,3.7488,1239.31,2.95914,1239.35,2.28177,1239.33,1.77011,1239.42,1.51414,1239.39,1.30806,1239.33
9.043,1238.07,8.69696,1238.12,8.34463,1238.09,6.88785,1238.08,5.74994,1238.06,4.62771,1238.07,3.74641,1238.05,2.95374,1238.08,2.28042,1238.07,1.76896,1238.15,1.51172,1238.14,1.30637,1238.08
9.03944,1236.87,8.69621,1236.87,8.34147,1236.87,6.88454,1236.85,5.74755,1236.83,4.62573,1236.84,3.74435,1236.82,2.94994,1236.85,2.28075,1236.84,1.76542,1236.92,1.51012,1236.9,1.30503,1236.85
9.03569,1235.59,8.69632,1235.61,8.33906,1235.61,6.88178,1235.59,5.7434,1235.57,4.62498,1235.58,3.74179,1235.56,2.94797,1235.59,2.28351,1235.57,1.76264,1235.66,1.50829,1235.64,1.30435,1235.58
9.03436,1234.35,8.69171,1234.36,8.33616,1234.36,6.87893,1234.34,5.74308,1234.32,4.6212,1234.33,3.73872,1234.3,2.94574,1234.34,2.27833,1234.32,1.76656,1234.4,1.5081,1234.39,1.30332,1234.33
9.03275,1233.04,8.68799,1233.03,8.33425,1233.01,6.87599,1233.01,5.74099,1233,4.61667,1232.97,3.73713,1232.9,2.943,1233.05,2.27392,1233.01,1.76319,1233.05,1.50318,1233.02,1.30244,1232.96
9.02964,1231.74,8.68233,1231.74,8.33131,1231.73,6.87339,1231.73,5.73651,1231.7,4.60773,1231.71,3.73691,1231.69,2.93975,1231.73,2.27417,1231.71,1.76108,1231.75,1.50396,1231.75,1.3007,1231.7
9.02752,1230.5,8.67936,1230.51,8.32784,1230.49,6.87072,1230.48,5.73079,1230.46,4.60324,1230.46,3.7345,1230.45,2.93726,1230.49,2.2722,1230.47,1.75955,1230.51,1.50421,1230.52,1.2996,1230.47
9.02487,1229.28,8.67942,1229.28,8.3265,1229.26,6.86743,1229.26,5.73224,1229.23,4.60093,1229.24,3.73235,1229.22,2.93534,1229.26,2.26906,1229.24,1.75865,1229.29,1.50156,1229.29,1.29851,1229.23
