M20C,B20C,M25C,B25C,M30C,B30C,M35C,B35C,M40C,B40C,M45C,B45C,M50C,B50C,M55C,B55C,M60C,B60C,M65C,B65C,M70C,B70C,M75C,B75C
-6.35396,-498.69,-5.99292,-498.685,-6.29129,-498.659,-4.77501,-498.649,-3.73614,-498.635,-2.77438,-498.633,-2.04952,-498.637,-1.48143,-498.612,-1.05273,-498.608,-0.780763,-499.042,-0.660235,-498.833,-0.565585,-498.754
-6.36055,-499.941,-5.99695,-499.91,-6.2949,-499.898,-4.78006,-499.883,-3.74161,-499.868,-2.77812,-499.872,-2.05364,-499.876,-1.48309,-499.849,-1.05464,-499.846,-0.780837,-500.273,-0.66109,-500.068,-0.567848,-499.989
-6.36508,-501.195,-6.0017,-501.186,-6.29991,-501.152,-4.78387,-501.131,-3.74551,-501.116,-2.78233,-501.128,-2.05722,-501.128,-1.4859,-501.107,-1.0569,-501.098,-0.779628,-501.543,-0.662315,-501.328,-0.569436,-501.242
-6.36688,-502.428,-6.00717,-502.416,-6.30426,-502.387,-4.78826,-502.364,-3.74987,-502.359,-2.78612,-502.366,-2.06214,-502.374,-1.4892,-502.336,-1.05954,-502.336,-0.781817,-502.769,-0.662929,-502.562,-0.570605,-502.479
-6.37096,-503.685,-6.01247,-503.68,-6.30867,-503.648,-4.79252,-503.628,-3.75427,-503.619,-2.79159,-503.613,-2.06558,-503.626,-1.49183,-503.599,-1.06217,-503.589,-0.783604,-504.041,-0.663677,-503.82,-0.572073,-503.735
-6.37675,-504.922,-6.01716,-504.906,-6.3142,-504.887,-4.7976,-504.864,-3.75757,-504.845,-2.79477,-504.855,-2.06818,-504.854,-1.49456,-504.84,-1.06512,-504.825,-0.78362,-505.243,-0.663214,-505.038,-0.573359,-504.961
-6.38314,-506.187,-6.02244,-506.165,-6.31854,-506.138,-4.80254,-506.124,-3.76197,-506.104,-2.79861,-506.116,-2.07157,-506.12,-1.4974,-506.095,-1.067,-506.09,-0.78554,-506.527,-0.661394,-506.316,-0.574571,-506.235
-6.39006,-507.426,-6.02664,-507.407,-6.32331,-507.389,-4.80711,-507.365,-3.76605,-507.351,-2.80259,-507.356,-2.07609,-507.365,-1.50037,-507.34,-1.06972,-507.335,-0.786516,-507.765,-0.663134,-507.56,-0.57575,-507.469
-6.39586,-508.704,-6.0308,-508.682,-6.32767,-508.664,-4.81093,-508.624,-3.7708,-508.621,-2.80731,-508.625,-2.08,-508.634,-1.5032,-508.618,-1.07179,-508.596,-0.786835,-509.05,-0.666345,-508.838,-0.576849,-508.743
-6.39851,-509.937,-6.03473,-509.908,-6.33254,-509.903,-4.81544,-509.867,-3.77573,-509.859,-2.81144,-509.867,-2.08239,-509.863,-1.50635,-509.844,-1.07478,-509.838,-0.789704,-510.281,-0.668989,-510.06,-0.577708,-509.975
-6.40223,-511.178,-6.03904,-511.171,-6.33728,-511.151,-4.82012,-511.124,-3.77994,-511.114,-2.81574,-511.113,-2.085,-511.122,-1.50923,-511.106,-1.07715,-511.099,-0.790777,-511.54,-0.670257,-511.328,-0.579544,-511.244
-6.40706,-512.423,-6.04295,-512.407,-6.34169,-512.392,-4.82412,-512.365,-3.78421,-512.354,-2.81866,-512.362,-2.08786,-512.362,-1.51117,-512.344,-1.07913,-512.335,-0.791929,-512.785,-0.671005,-512.565,-0.580639,-512.477
-6.41201,-513.699,-6.04766,-513.677,-6.34663,-513.66,-4.82836,-513.623,-3.78938,-513.615,-2.82251,-513.62,-2.09125,-513.62,-1.51403,-513.606,-1.08178,-513.6,-0.793041,-514.023,-0.671355,-513.833,-0.581679,-513.742
-6.4185,-514.912,-6.05298,-514.864,-6.35221,-514.856,-4.83293,-514.819,-3.79369,-514.802,-2.82731,-514.826,-2.09535,-514.82,-1.51652,-514.799,-1.082,-514.795,-0.794361,-515.279,-0.673316,-515.023,-0.582883,-514.916
-6.42293,-516.198,-6.05864,-516.151,-6.35732,-516.146,-4.8372,-516.126,-3.79856,-516.104,-2.83087,-516.107,-2.09868,-516.117,-1.5196,-516.102,-1.08299,-516.082,-0.795834,-516.53,-0.67538,-516.324,-0.584906,-516.233
-6.4262,-517.427,-6.06383,-517.388,-6.36195,-517.382,-4.84168,-517.35,-3.80511,-517.334,-2.83422,-517.342,-2.10187,-517.349,-1.52294,-517.336,-1.08521,-517.318,-0.798997,-517.76,-0.6772,-517.553,-0.585606,-517.463
-6.43136,-518.672,-6.06814,-518.64,-6.36835,-518.637,-4.84522,-518.599,-3.81036,-518.596,-2.8381,-518.598,-2.10485,-518.605,-1.5257,-518.577,-1.08718,-518.568,-0.805686,-519.016,-0.678674,-518.803,-0.586167,-518.712
-6.43443,-519.904,-6.07329,-519.86,-6.37278,-519.865,-4.84964,-519.828,-3.81516,-519.815,-2.84146,-519.826,-2.10882,-519.828,-1.52787,-519.804,-1.08901,-519.797,-0.809864,-520.267,-0.679893,-520.046,-0.586734,-519.934
-6.44135,-521.152,-6.0787,-521.122,-6.37781,-521.113,-4.85532,-521.087,-3.81968,-521.08,-2.84489,-521.083,-2.1123,-521.089,-1.53139,-521.07,-1.09059,-521.063,-0.812294,-521.509,-0.681942,-521.29,-0.587869,-521.205
-6.44567,-522.398,-6.08255,-522.373,-6.38241,-522.351,-4.86031,-522.335,-3.82397,-522.312,-2.84791,-522.322,-2.11566,-522.328,-1.53404,-522.308,-1.09252,-522.287,-0.81342,-522.749,-0.684523,-522.543,-0.589231,-522.444
-6.45114,-523.634,-6.08567,-523.619,-6.38813,-523.6,-4.8645,-523.584,-3.82899,-523.57,-2.85163,-523.576,-2.1185,-523.585,-1.53785,-523.558,-1.09487,-523.563,-0.819134,-523.995,-0.685379,-523.775,-0.590741,-523.69
-6.4552,-524.897,-6.09136,-524.859,-6.39345,-524.851,-4.86952,-524.819,-3.83394,-524.797,-2.85558,-524.814,-2.12145,-524.807,-1.54051,-524.794,-1.09487,-524.781,-0.824735,-525.26,-0.68608,-525.042,-0.591594,-524.938
-6.46152,-526.133,-6.09635,-526.125,-6.39927,-526.111,-4.87421,-526.085,-3.83728,-526.079,-2.85922,-526.082,-2.1251,-526.077,-1.54296,-526.06,-1.09457,-526.045,-0.826684,-526.504,-0.688,-526.289,-0.592353,-526.202
-6.46505,-527.402,-6.10259,-527.371,-6.40386,-527.357,-4.87987,-527.33,-3.84172,-527.324,-2.86309,-527.327,-2.13026,-527.333,-1.54585,-527.305,-1.0982,-527.3,-0.827909,-527.742,-0.690026,-527.542,-0.593311,-527.451
-6.46817,-528.631,-6.1068,-528.63,-6.40829,-528.596,-4.88615,-528.567,-3.84637,-528.565,-2.86732,-528.569,-2.13481,-528.572,-1.54874,-528.547,-1.10141,-528.538,-0.830184,-529.001,-0.691496,-528.785,-0.595643,-528.689
-6.47177,-529.891,-6.11178,-529.876,-6.41281,-529.849,-4.89209,-529.836,-3.85091,-529.82,-2.87152,-529.83,-2.13786,-529.83,-1.55174,-529.807,-1.10403,-529.8,-0.832413,-530.254,-0.694572,-530.039,-0.59818,-529.943
-6.47588,-531.132,-6.11617,-531.125,-6.41749,-531.102,-4.89629,-531.082,-3.85586,-531.068,-2.87619,-531.076,-2.14173,-531.073,-1.55427,-531.054,-1.10633,-531.035,-0.833707,-531.496,-0.695892,-531.287,-0.599127,-531.197
-6.48031,-532.403,-6.12248,-532.384,-6.42304,-532.349,-4.90123,-532.339,-3.86067,-532.332,-2.87982,-532.328,-2.14719,-532.326,-1.55696,-532.311,-1.10838,-532.295,-0.835363,-532.756,-0.69648,-532.548,-0.600217,-532.446
-6.48455,-533.525,-6.12587,-533.533,-6.42759,-533.511,-4.90598,-533.474,-3.86517,-533.459,-2.88403,-533.476,-2.15249,-533.476,-1.55963,-533.453,-1.11053,-533.445,-0.837307,-533.926,-0.698437,-533.665,-0.601746,-533.565
-6.48899,-534.904,-6.13009,-534.875,-6.43192,-534.855,-4.9099,-534.819,-3.86911,-534.793,-2.88694,-534.828,-2.15581,-534.82,-1.56276,-534.803,-1.11196,-534.76,-0.83921,-535.269,-0.699986,-535.052,-0.602933,-534.94
-6.49299,-536.156,-6.13507,-536.14,-6.43714,-536.114,-4.91443,-536.095,-3.87291,-536.084,-2.89117,-536.089,-2.15872,-536.092,-1.56381,-536.064,-1.11426,-536.047,-0.841031,-536.513,-0.701224,-536.291,-0.603971,-536.201
-6.49769,-537.397,-6.1395,-537.375,-6.44213,-537.344,-4.92078,-537.339,-3.87769,-537.326,-2.89464,-537.325,-2.16266,-537.328,-1.56578,-537.308,-1.11726,-537.303,-0.844149,-537.751,-0.702884,-537.539,-0.604458,-537.437
-6.50251,-538.615,-6.14102,-538.613,-6.44631,-538.587,-4.92676,-538.573,-3.88192,-538.566,-2.89793,-538.567,-2.16622,-538.562,-1.56772,-538.54,-1.11878,-538.539,-0.846011,-538.981,-0.704898,-538.763,-0.604328,-538.679
-6.50636,-539.868,-6.14565,-539.862,-6.45056,-539.835,-4.93239,-539.821,-3.88694,-539.809,-2.90137,-539.805,-2.16943,-539.81,-1.57046,-539.792,-1.11961,-539.791,-0.847638,-540.242,-0.706512,-540.02,-0.600875,-539.928
-6.51177,-541.114,-6.15179,-541.104,-6.45598,-541.078,-4.93789,-541.059,-3.89146,-541.05,-2.90495,-541.057,-2.17232,-541.062,-1.57384,-541.033,-1.12163,-541.039,-0.848694,-541.477,-0.707729,-541.261,-0.601417,-541.175
-6.51729,-542.376,-6.15634,-542.366,-6.46198,-542.34,-4.94297,-542.318,-3.89634,-542.312,-2.90853,-542.316,-2.17559,-542.315,-1.57918,-542.289,-1.12366,-542.279,-0.850285,-542.73,-0.709748,-542.531,-0.606439,-542.436
-6.51928,-543.62,-6.15938,-543.593,-6.4663,-543.575,-4.94793,-543.549,-3.9007,-543.533,-2.91269,-543.541,-2.17936,-543.539,-1.58174,-543.529,-1.12714,-543.519,-0.852209,-543.962,-0.711019,-543.751,-0.607155,-543.658
-6.52309,-544.88,-6.16463,-544.855,-6.47164,-544.831,-4.95309,-544.81,-3.9049,-544.792,-2.91693,-544.803,-2.18372,-544.809,-1.58487,-544.778,-1.12887,-544.776,-0.853631,-545.216,-0.711569,-545.018,-0.609349,-544.92
-6.52778,-546.111,-6.16945,-546.097,-6.47451,-546.072,-4.95653,-546.056,-3.90878,-546.039,-2.92091,-546.045,-2.18693,-546.052,-1.58757,-546.027,-1.13103,-546.019,-0.855837,-546.473,-0.712385,-546.252,-0.612764,-546.164
-6.53142,-547.441,-6.17275,-547.411,-6.47915,-547.394,-4.96175,-547.372,-3.91315,-547.352,-2.92539,-547.36,-2.19065,-547.359,-1.59033,-547.347,-1.13327,-547.331,-0.856231,-547.762,-0.714669,-547.561,-0.614181,-547.472
-6.53654,-548.703,-6.17708,-548.678,-6.48396,-548.659,-4.96542,-548.625,-3.9175,-548.612,-2.92923,-548.616,-2.19414,-548.623,-1.59361,-548.599,-1.13465,-548.587,-0.858056,-549.04,-0.716353,-548.826,-0.615503,-548.739
-6.54199,-549.951,-6.18139,-549.927,-6.4885,-549.909,-4.9688,-549.883,-3.92104,-549.869,-2.93403,-549.871,-2.19686,-549.887,-1.59721,-549.856,-1.13814,-549.853,-0.858887,-550.287,-0.717574,-550.091,-0.615809,-549.994
-6.54555,-551.184,-6.18569,-551.171,-6.49358,-551.156,-4.97283,-551.124,-3.92493,-551.118,-2.938,-551.116,-2.2001,-551.121,-1.60056,-551.109,-1.14137,-551.089,-0.861103,-551.544,-0.717803,-551.325,-0.60821,-551.243
-6.5493,-552.447,-6.19014,-552.444,-6.49737,-552.409,-4.97702,-552.383,-3.9298,-552.371,-2.94174,-552.374,-2.20303,-552.378,-1.60311,-552.367,-1.14447,-552.359,-0.863495,-552.732,-0.718621,-552.559,-0.608483,-552.492
-6.55439,-553.669,-6.19326,-553.656,-6.50243,-553.633,-4.9813,-553.596,-3.93376,-553.572,-2.94553,-553.6,-2.20559,-553.601,-1.60574,-553.579,-1.14631,-553.561,-0.866473,-554.035,-0.720431,-553.812,-0.608947,-553.715
-6.55899,-554.933,-6.19875,-554.91,-6.50847,-554.893,-4.98554,-554.86,-3.9379,-554.859,-2.94837,-554.853,-2.20982,-554.867,-1.60879,-554.844,-1.14913,-554.835,-0.867774,-555.267,-0.720651,-555.069,-0.613921,-554.98
-6.56241,-556.173,-6.20445,-556.138,-6.51315,-556.13,-4.98993,-556.098,-3.942,-556.092,-2.95221,-556.092,-2.21296,-556.1,-1.61199,-556.084,-1.15086,-556.07,-0.86923,-556.515,-0.721588,-556.301,-0.619251,-556.219
-6.56768,-557.409,-6.20974,-557.391,-6.51817,-557.386,-4.99388,-557.351,-3.94681,-557.34,-2.95516,-557.341,-2.21592,-557.345,-1.61513,-557.328,-1.15327,-557.325,-0.870385,-557.757,-0.724765,-557.542,-0.619042,-557.455
-6.57215,-558.663,-6.21395,-558.615,-6.52217,-558.622,-4.99866,-558.586,-3.95203,-558.575,-2.95415,-558.583,-2.21959,-558.585,-1.61759,-558.568,-1.15604,-558.552,-0.87212,-558.996,-0.72613,-558.785,-0.625218,-558.702
-6.57715,-559.914,-6.21888,-559.883,-6.52662,-559.87,-5.00523,-559.837,-3.95599,-559.829,-2.95806,-559.839,-2.22326,-559.837,-1.62012,-559.82,-1.15732,-559.81,-0.873815,-560.247,-0.727582,-560.041,-0.625651,-559.956
-6.57928,-561.145,-6.2231,-561.129,-6.53176,-561.116,-5.00971,-561.082,-3.96021,-561.076,-2.96216,-561.082,-2.22638,-561.08,-1.62306,-561.069,-1.15985,-561.057,-0.875671,-561.509,-0.730754,-561.287,-0.627779,-561.198
-6.58562,-562.4,-6.22557,-562.362,-6.53718,-562.366,-5.01485,-562.324,-3.96384,-562.318,-2.96661,-562.318,-2.22962,-562.323,-1.62583,-562.309,-1.16212,-562.293,-0.878395,-562.706,-0.733682,-562.516,-0.62876,-562.434
-6.59155,-563.644,-6.22977,-563.614,-6.54216,-563.611,-5.01965,-563.586,-3.96789,-563.568,-2.96998,-563.576,-2.23331,-563.576,-1.62843,-563.566,-1.16471,-563.547,-0.8803,-563.987,-0.735211,-563.783,-0.627737,-563.697
-6.59561,-564.894,-6.23579,-564.88,-6.54669,-564.851,-5.02448,-564.828,-3.97178,-564.822,-2.97417,-564.818,-2.23615,-564.82,-1.63082,-564.81,-1.16624,-564.797,-0.881858,-565.235,-0.736729,-565.027,-0.631934,-564.936
-6.59849,-566.145,-6.23975,-566.12,-6.55087,-566.102,-5.0295,-566.086,-3.97527,-566.067,-2.97772,-566.068,-2.23998,-566.072,-1.63416,-566.05,-1.16806,-566.045,-0.883798,-566.491,-0.738395,-566.285,-0.632728,-566.192
-6.60319,-567.384,-6.24526,-567.36,-6.55501,-567.348,-5.03353,-567.327,-3.97976,-567.317,-2.98189,-567.316,-2.24294,-567.322,-1.63694,-567.305,-1.16937,-567.293,-0.885717,-567.731,-0.738742,-567.512,-0.63547,-567.421
-6.6054,-568.64,-6.25196,-568.596,-6.55941,-568.591,-5.03844,-568.563,-3.98302,-568.557,-2.98522,-568.559,-2.24618,-568.556,-1.63871,-568.547,-1.17254,-568.53,-0.887226,-568.989,-0.738025,-568.767,-0.638914,-568.673
-6.60087,-569.879,-6.25655,-569.858,-6.56301,-569.837,-5.04352,-569.822,-3.98726,-569.817,-2.98814,-569.809,-2.25072,-569.815,-1.64029,-569.805,-1.1748,-569.788,-0.888919,-570.248,-0.738858,-570.02,-0.636924,-569.928
-6.60654,-571.136,-6.25883,-571.117,-6.56584,-571.098,-5.04752,-571.086,-3.99263,-571.072,-2.99236,-571.068,-2.2539,-571.065,-1.64175,-571.056,-1.17681,-571.035,-0.890324,-571.482,-0.740419,-571.277,-0.641847,-571.186
-6.61262,-572.316,-6.26217,-572.291,-6.56861,-572.278,-5.05134,-572.257,-3.99722,-572.236,-2.99607,-572.256,-2.25709,-572.26,-1.64075,-572.233,-1.17927,-572.222,-0.89205,-572.634,-0.743326,-572.413,-0.639419,-572.344
-6.61686,-573.625,-6.26613,-573.599,-6.57003,-573.585,-5.05504,-573.566,-4.00322,-573.562,-3.00038,-573.555,-2.26,-573.551,-1.64451,-573.545,-1.18156,-573.527,-0.894672,-573.978,-0.746174,-573.762,-0.640943,-573.668
-6.62287,-574.849,-6.27076,-574.847,-6.57532,-574.818,-5.05993,-574.809,-4.00774,-574.802,-3.0037,-574.804,-2.26314,-574.793,-1.6489,-574.782,-1.1837,-574.769,-0.897028,-575.231,-0.747466,-575.009,-0.638229,-574.911
-6.62918,-576.107,-6.27551,-576.091,-6.58121,-576.067,-5.06326,-576.058,-4.01207,-576.044,-3.00734,-576.044,-2.26655,-576.041,-1.65239,-576.033,-1.1855,-576.01,-0.897658,-576.468,-0.749728,-576.251,-0.635689,-576.164
-6.63125,-577.348,-6.27894,-577.313,-6.58655,-577.297,-5.06763,-577.283,-4.01671,-577.266,-3.01078,-577.279,-2.26945,-577.264,-1.65526,-577.253,-1.18764,-577.253,-0.89847,-577.717,-0.751399,-577.477,-0.639475,-577.386
-6.63328,-578.583,-6.28208,-578.581,-6.59116,-578.552,-5.07133,-578.536,-4.01983,-578.537,-3.01314,-578.527,-2.2726,-578.525,-1.65835,-578.512,-1.19001,-578.5,-0.90105,-578.955,-0.753157,-578.743,-0.644058,-578.644
-6.63524,-579.838,-6.28687,-579.826,-6.59561,-579.784,-5.07441,-579.777,-4.02344,-579.774,-3.01614,-579.774,-2.2732,-579.77,-1.66124,-579.746,-1.19213,-579.733,-0.902845,-580.207,-0.753149,-579.992,-0.646949,-579.892
-6.63893,-581.091,-6.29139,-581.08,-6.60048,-581.049,-5.07931,-581.04,-4.02778,-581.032,-3.0184,-581.032,-2.27447,-581.029,-1.66379,-581.005,-1.19466,-581.003,-0.905216,-581.443,-0.751888,-581.229,-0.649382,-581.143
-6.64302,-582.313,-6.29612,-582.305,-6.60489,-582.277,-5.0838,-582.255,-4.03218,-582.245,-3.02214,-582.246,-2.27724,-582.247,-1.66682,-582.227,-1.19706,-582.222,-0.90644,-582.709,-0.75435,-582.483,-0.650205,-582.362
-6.64627,-583.576,-6.30065,-583.577,-6.61127,-583.542,-5.0876,-583.525,-4.03662,-583.516,-3.02729,-583.512,-2.28111,-583.51,-1.66821,-583.489,-1.19917,-583.49,-0.907982,-583.954,-0.75734,-583.731,-0.652031,-583.633
-6.6481,-584.849,-6.30373,-584.831,-6.61374,-584.794,-5.0917,-584.777,-4.04083,-584.771,-3.0326,-584.769,-2.28395,-584.767,-1.67104,-584.751,-1.20144,-584.739,-0.909311,-585.208,-0.759052,-584.989,-0.651891,-584.889
-6.65392,-586.081,-6.30777,-586.081,-6.61735,-586.046,-5.09609,-586.028,-4.04497,-586.015,-3.03797,-586.025,-2.28948,-586.025,-1.67624,-586.008,-1.20413,-585.998,-0.911265,-586.454,-0.760043,-586.24,-0.652263,-586.149
-6.65963,-587.357,-6.3116,-587.343,-6.62264,-587.32,-5.10028,-587.289,-4.04857,-587.278,-3.04175,-587.281,-2.29495,-587.281,-1.6809,-587.261,-1.20566,-587.249,-0.913505,-587.728,-0.761611,-587.509,-0.65443,-587.403
-6.66457,-588.604,-6.31636,-588.582,-6.62921,-588.561,-5.1047,-588.534,-4.0531,-588.526,-3.04863,-588.527,-2.29853,-588.535,-1.67917,-588.503,-1.20757,-588.498,-0.915253,-588.972,-0.762692,-588.745,-0.657334,-588.649
-6.66803,-589.851,-6.32027,-589.844,-6.63347,-589.824,-5.10836,-589.793,-4.05667,-589.784,-3.05247,-589.784,-2.30142,-589.786,-1.68355,-589.765,-1.21,-589.757,-0.916104,-590.229,-0.761605,-590.011,-0.658582,-589.913
-6.67281,-591.07,-6.32372,-591.052,-6.63709,-591.036,-5.11211,-590.995,-4.06093,-590.981,-3.05667,-591,-2.30526,-590.989,-1.68392,-590.969,-1.212,-590.963,-0.918128,-591.445,-0.764509,-591.203,-0.660652,-591.09
-6.67955,-592.365,-6.32758,-592.352,-6.64185,-592.311,-5.11575,-592.267,-4.06494,-592.246,-3.06017,-592.269,-2.30851,-592.27,-1.68405,-592.239,-1.21383,-592.229,-0.92027,-592.712,-0.769273,-592.5,-0.662352,-592.405
-6.68528,-593.603,-6.33221,-593.568,-6.64733,-593.562,-5.12015,-593.52,-4.06914,-593.508,-3.06422,-593.529,-2.31135,-593.521,-1.68623,-593.504,-1.21664,-593.492,-0.923146,-593.953,-0.771284,-593.738,-0.663014,-593.641
-6.69281,-594.857,-6.3371,-594.825,-6.65215,-594.808,-5.12483,-594.776,-4.07327,-594.763,-3.06843,-594.768,-2.31505,-594.773,-1.68848,-594.759,-1.21911,-594.743,-0.923897,-595.214,-0.772456,-594.986,-0.665353,-594.892
-6.69477,-596.083,-6.34084,-596.061,-6.65574,-596.041,-5.12845,-596.005,-4.07696,-596.003,-3.0715,-596.004,-2.3185,-596.014,-1.69058,-595.993,-1.22001,-595.969,-0.925653,-596.442,-0.773615,-596.222,-0.666002,-596.134
-6.69706,-597.34,-6.34508,-597.306,-6.6594,-597.295,-5.13336,-597.264,-4.08135,-597.255,-3.07491,-597.257,-2.32091,-597.263,-1.69278,-597.242,-1.22218,-597.226,-0.926987,-597.692,-0.77718,-597.483,-0.666688,-597.377
-6.70137,-598.589,-6.34796,-598.552,-6.66395,-598.538,-5.13763,-598.503,-4.08583,-598.495,-3.07886,-598.496,-2.32444,-598.497,-1.69444,-598.477,-1.22474,-598.479,-0.928045,-598.944,-0.778051,-598.721,-0.671159,-598.62
-6.70502,-599.83,-6.35179,-599.804,-6.66705,-599.785,-5.14143,-599.762,-4.0903,-599.748,-3.08227,-599.756,-2.32792,-599.758,-1.69692,-599.737,-1.22681,-599.733,-0.930571,-600.2,-0.779138,-599.983,-0.671179,-599.887
-6.70799,-601.074,-6.35687,-601.039,-6.66979,-601.022,-5.14584,-600.989,-4.09452,-600.972,-3.08533,-600.99,-2.33154,-600.984,-1.69924,-600.968,-1.22973,-600.949,-0.931584,-601.42,-0.781299,-601.214,-0.670251,-601.118
-6.70863,-602.332,-6.36164,-602.298,-6.67496,-602.298,-5.14974,-602.255,-4.09774,-602.247,-3.08874,-602.247,-2.3345,-602.257,-1.70202,-602.235,-1.23325,-602.223,-0.934048,-602.694,-0.783109,-602.466,-0.673689,-602.366
-6.71096,-603.582,-6.36614,-603.553,-6.67733,-603.537,-5.1539,-603.506,-4.10227,-603.492,-3.09301,-603.5,-2.33785,-603.502,-1.70519,-603.484,-1.23551,-603.469,-0.935723,-603.939,-0.784198,-603.717,-0.674158,-603.626
-6.71417,-604.831,-6.36891,-604.804,-6.67996,-604.798,-5.15956,-604.763,-4.10636,-604.745,-3.09664,-604.757,-2.34068,-604.757,-1.71069,-604.744,-1.23756,-604.731,-0.937083,-605.191,-0.786315,-604.972,-0.676724,-604.877
-6.71669,-606.084,-6.3718,-606.047,-6.68515,-606.033,-5.1637,-606.007,-4.11086,-605.993,-3.10023,-606.007,-2.34436,-606.008,-1.71515,-605.985,-1.23895,-605.967,-0.939185,-606.444,-0.786807,-606.219,-0.680006,-606.126
-6.72083,-607.319,-6.37526,-607.31,-6.6896,-607.285,-5.16799,-607.257,-4.11519,-607.252,-3.10387,-607.25,-2.34694,-607.25,-1.71749,-607.231,-1.24054,-607.221,-0.941058,-607.689,-0.787743,-607.478,-0.681428,-607.385
-6.72626,-608.58,-6.37906,-608.549,-6.6941,-608.539,-5.17333,-608.511,-4.11763,-608.504,-3.10639,-608.497,-2.34433,-608.507,-1.7202,-608.485,-1.24316,-608.48,-0.942591,-608.95,-0.789738,-608.728,-0.684025,-608.633
-6.73056,-609.915,-6.38347,-609.856,-6.69951,-609.867,-5.17897,-609.781,-4.12014,-609.775,-3.10804,-609.81,-2.34696,-609.797,-1.72353,-609.761,-1.24448,-609.741,-0.943149,-610.304,-0.791704,-610.033,-0.684862,-609.902
-6.73418,-611.24,-6.38801,-611.21,-6.70382,-611.203,-5.18312,-611.173,-4.12487,-611.149,-3.10995,-611.171,-2.35194,-611.159,-1.72678,-611.144,-1.24642,-611.127,-0.945136,-611.614,-0.792745,-611.393,-0.686511,-611.284
-6.73488,-612.458,-6.39324,-612.441,-6.70673,-612.424,-5.18608,-612.408,-4.12975,-612.391,-3.11421,-612.392,-2.35561,-612.389,-1.72962,-612.373,-1.24866,-612.359,-0.947092,-612.849,-0.795286,-612.627,-0.687573,-612.524
-6.73888,-613.709,-6.3993,-613.691,-6.71156,-613.666,-5.19066,-613.651,-4.13383,-613.633,-3.12039,-613.632,-2.35744,-613.631,-1.73251,-613.619,-1.25077,-613.606,-0.949391,-614.087,-0.797578,-613.862,-0.687947,-613.756
-6.74496,-614.955,-6.40328,-614.932,-6.71788,-614.919,-5.19463,-614.899,-4.1377,-614.89,-3.12447,-614.891,-2.36004,-614.896,-1.73438,-614.874,-1.25161,-614.857,-0.951513,-615.355,-0.799267,-615.127,-0.688387,-615.023
-6.74878,-616.2,-6.4059,-616.169,-6.72297,-616.156,-5.19921,-616.137,-4.14053,-616.131,-3.12883,-616.13,-2.36436,-616.13,-1.73749,-616.11,-1.25416,-616.088,-0.952863,-616.569,-0.801349,-616.351,-0.688225,-616.257
-6.7515,-617.441,-6.40979,-617.425,-6.72749,-617.392,-5.20359,-617.378,-4.14349,-617.368,-3.13244,-617.357,-2.36705,-617.361,-1.73979,-617.348,-1.25734,-617.336,-0.953885,-617.829,-0.802703,-617.596,-0.689893,-617.495
-6.75625,-618.673,-6.41341,-618.668,-6.73333,-618.65,-5.2068,-618.625,-4.147,-618.62,-3.13566,-618.619,-2.37112,-618.609,-1.74234,-618.594,-1.25896,-618.572,-0.955423,-619.071,-0.804239,-618.844,-0.691467,-618.737
-6.75946,-619.958,-6.41706,-619.937,-6.73829,-619.91,-5.20971,-619.898,-4.15052,-619.885,-3.13902,-619.888,-2.37394,-619.876,-1.7461,-619.862,-1.26137,-619.85,-0.956966,-620.333,-0.80579,-620.111,-0.687566,-620.011
-6.76224,-621.18,-6.422,-621.176,-6.74336,-621.141,-5.21399,-621.12,-4.15465,-621.114,-3.14271,-621.117,-2.37699,-621.104,-1.75,-621.088,-1.26339,-621.076,-0.958881,-621.563,-0.807193,-621.335,-0.690999,-621.235
-6.76728,-622.407,-6.42644,-622.422,-6.74826,-622.372,-5.21987,-622.364,-4.15747,-622.354,-3.14599,-622.36,-2.38057,-622.357,-1.75419,-622.333,-1.26575,-622.321,-0.960179,-622.805,-0.808963,-622.588,-0.694369,-622.484
-6.77111,-623.671,-6.43177,-623.664,-6.75324,-623.631,-5.22432,-623.61,-4.16144,-623.608,-3.14961,-623.606,-2.38385,-623.606,-1.75582,-623.584,-1.2692,-623.567,-0.962411,-624.07,-0.810436,-623.834,-0.695214,-623.733
-6.77254,-624.938,-6.43517,-624.922,-6.75779,-624.895,-5.22861,-624.88,-4.16541,-624.871,-3.1529,-624.87,-2.38742,-624.865,-1.75749,-624.845,-1.2718,-624.83,-0.963633,-625.318,-0.812231,-625.091,-0.695121,-624.985
-6.77654,-626.144,-6.43831,-626.145,-6.76344,-626.102,-5.23386,-626.092,-4.17019,-626.082,-3.15637,-626.072,-2.39043,-626.07,-1.75971,-626.06,-1.27492,-626.045,-0.966074,-626.544,-0.813838,-626.304,-0.699732,-626.205
-6.78181,-627.396,-6.44244,-627.389,-6.76905,-627.349,-5.23891,-627.338,-4.1749,-627.321,-3.16179,-627.332,-2.39433,-627.328,-1.76242,-627.311,-1.27999,-627.292,-0.966944,-627.783,-0.816109,-627.555,-0.700818,-627.451
-6.78415,-628.657,-6.4462,-628.636,-6.77391,-628.609,-5.2435,-628.586,-4.17894,-628.576,-3.16559,-628.582,-2.39771,-628.578,-1.7654,-628.562,-1.28225,-628.547,-0.968759,-629.055,-0.817287,-628.812,-0.701158,-628.706
